MNM_MM_ID,MNM_MOVIE_ID,MNM_MOVIE_CATEGORY_ID,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,
38,16,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
39,16,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
40,17,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
41,17,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
42,18,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
43,19,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
44,20,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
45,20,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
46,20,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
47,20,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
48,20,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
49,21,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
50,21,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
51,21,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
52,22,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
53,22,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
54,22,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
55,22,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
56,22,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
57,23,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
58,23,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
59,23,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
60,24,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
61,24,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
62,25,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
63,25,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
64,26,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
65,27,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
66,27,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
67,28,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
68,28,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
69,29,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
70,29,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
71,29,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
72,29,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
73,29,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
74,30,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
75,30,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
76,31,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
77,32,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
78,32,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
79,32,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
80,33,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
81,33,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
82,34,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
83,34,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
84,35,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
85,35,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
86,36,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
87,36,14,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
88,37,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
89,37,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
90,38,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
91,38,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
92,39,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
93,40,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
94,40,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
95,41,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
96,41,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
97,41,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
98,42,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
99,43,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
100,43,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
101,43,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
102,44,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
103,44,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
104,44,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
105,45,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
106,45,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
107,46,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
108,46,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
109,47,2,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
110,47,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
111,47,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
112,47,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
113,47,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
114,48,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
115,48,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
116,49,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
117,49,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
118,49,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
119,50,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
120,50,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
121,50,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
122,51,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
123,51,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
124,52,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
125,52,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
126,53,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
127,54,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
128,55,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
129,55,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
130,55,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
131,56,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
132,56,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
133,57,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
134,57,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
135,57,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
136,58,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
137,58,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
138,59,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
139,60,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
140,60,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
141,61,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
142,61,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
143,62,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
144,63,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
145,63,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
146,63,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
147,64,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
148,64,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
149,65,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
150,66,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
151,66,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
152,66,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
153,66,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
154,67,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
155,68,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
156,68,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
157,69,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
158,69,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
159,70,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
160,70,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
161,71,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
162,71,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
163,71,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
164,72,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
165,73,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
166,73,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
167,73,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
168,73,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
169,74,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
170,74,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
171,75,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
172,75,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
173,76,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
174,76,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
175,76,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
176,77,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
177,77,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
178,78,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
179,78,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
180,79,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
181,79,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
182,80,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
183,80,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
184,81,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
185,81,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
186,81,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
187,82,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
188,82,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
189,83,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
190,84,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
191,84,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
192,85,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
193,85,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
194,85,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
195,86,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
196,86,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
197,86,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
198,87,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
199,87,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
200,87,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
201,88,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
202,88,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
203,88,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
204,89,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
205,89,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
206,90,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
207,90,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
208,91,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
209,91,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
210,92,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
211,93,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
212,93,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
213,94,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
214,94,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
215,94,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
216,94,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
217,95,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
218,96,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
219,96,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
220,96,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
221,97,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
222,98,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
223,98,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
224,99,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
225,99,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
226,99,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
227,99,18,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
228,100,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
229,101,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
230,101,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
231,101,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
232,102,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
233,102,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
234,102,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
235,103,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
236,103,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
237,103,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
238,103,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
239,104,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
240,104,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
241,105,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
242,106,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
243,107,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
244,107,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
245,108,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
246,108,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
247,109,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
248,110,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
249,111,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
250,111,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
251,112,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
252,112,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
253,112,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
254,113,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
255,114,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
256,115,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
257,115,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
258,115,5,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
259,116,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
260,116,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
261,117,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
262,118,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
263,118,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
264,119,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
265,120,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
266,121,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
267,122,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
268,122,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
269,123,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
270,124,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
271,125,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
272,125,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
273,125,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
274,125,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
275,125,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
276,126,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
277,126,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
278,127,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
279,128,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
280,129,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
281,129,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
282,129,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
283,130,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
284,130,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
285,130,14,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
286,131,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
287,131,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
288,131,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
289,131,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
290,132,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
291,132,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
292,133,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
293,133,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
294,133,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
295,133,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
296,134,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
297,135,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
298,135,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
299,135,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
300,136,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
301,136,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
302,137,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
303,137,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
304,138,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
305,138,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
306,139,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
307,139,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
308,139,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
309,140,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
310,140,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
311,140,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
312,140,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
313,141,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
314,141,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
315,141,15,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
316,142,13,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
317,143,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
318,143,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
319,143,17,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
320,144,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
321,144,19,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
322,144,12,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
323,144,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
324,145,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
325,145,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
326,145,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
327,146,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
328,146,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
329,146,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
330,147,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
331,148,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
332,148,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
333,148,6,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
334,149,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
335,149,3,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
336,149,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
337,150,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
338,150,1,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
339,150,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
340,150,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
341,151,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
342,151,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
343,152,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
344,152,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
345,152,9,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
346,153,16,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
347,153,8,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
348,153,11,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
349,154,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
350,155,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
351,156,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
352,157,10,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
353,158,4,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
354,158,7,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999,
