MNM_MOVIE_ID,MNM_MOVIE_NAME,MNM_MOVIE_NAME_EN,MNM_MOVIE_DESC,MNM_MOVIE_DESC_EN,MNM_MOVIE_IMG_PATH,MNM_MOVIE_TRAILER_PATH,MNM_MOVIE_MEDIA_PATH,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY
28,Persuasion (1995),Persuasion (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)","City of Lost Children, The (Cité des enfants perdus, La) (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
31,Dangerous Minds (1995),Dangerous Minds (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
33,Babe (1995),Babe (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
34,Carrington (1995),Carrington (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
35,Dead Man Walking (1995),Dead Man Walking (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
36,Across the Sea of Time (1995),Across the Sea of Time (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
37,It Takes Two (1995),It Takes Two (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
38,Clueless (1995),Clueless (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
39,"Cry, the Beloved Country (1995)","Cry, the Beloved Country (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
40,Richard III (1995),Richard III (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
41,Dead Presidents (1995),Dead Presidents (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
42,Restoration (1995),Restoration (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
43,Mortal Kombat (1995),Mortal Kombat (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
44,To Die For (1995),To Die For (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
45,How to Make an American Quilt (1995),How to Make an American Quilt (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
46,Seven (a.k.a. Se7en) (1995),Seven (a.k.a. Se7en) (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
47,Pocahontas (1995),Pocahontas (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
48,When Night Is Falling (1995),When Night Is Falling (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
49,"Usual Suspects, The (1995)","Usual Suspects, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
50,Mighty Aphrodite (1995),Mighty Aphrodite (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
51,Lamerica (1994),Lamerica (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
52,"Big Green, The (1995)","Big Green, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
53,Georgia (1995),Georgia (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
54,Home for the Holidays (1995),Home for the Holidays (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
55,"Postman, The (Postino, Il) (1994)","Postman, The (Postino, Il) (1994)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
56,"Confessional, The (Confessionnal, Le) (1995)","Confessional, The (Confessionnal, Le) (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
57,"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
58,Eye for an Eye (1996),Eye for an Eye (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
59,Mr. Holland's Opus (1995),Mr. Holland's Opus (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
60,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
61,Two if by Sea (1996),Two if by Sea (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
62,Bio-Dome (1996),Bio-Dome (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
63,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
64,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit) (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
65,Friday (1995),Friday (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
66,From Dusk Till Dawn (1996),From Dusk Till Dawn (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
67,Fair Game (1995),Fair Game (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
68,Kicking and Screaming (1995),Kicking and Screaming (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
69,"Misérables, Les (1995)","Misérables, Les (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
70,Bed of Roses (1996),Bed of Roses (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
71,Screamers (1995),Screamers (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
72,Nico Icon (1995),Nico Icon (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
73,"Crossing Guard, The (1995)","Crossing Guard, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
74,"Juror, The (1996)","Juror, The (1996)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
75,"White Balloon, The (Badkonake sefid) (1995)","White Balloon, The (Badkonake sefid) (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
76,Things to Do in Denver When You're Dead (1995),Things to Do in Denver When You're Dead (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
77,Antonia's Line (Antonia) (1995),Antonia's Line (Antonia) (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
78,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
79,Last Summer in the Hamptons (1995),Last Summer in the Hamptons (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
80,Angels and Insects (1995),Angels and Insects (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
81,White Squall (1996),White Squall (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
82,Dunston Checks In (1996),Dunston Checks In (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
83,Black Sheep (1996),Black Sheep (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
84,Nick of Time (1995),Nick of Time (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
85,Mary Reilly (1996),Mary Reilly (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
86,Vampire in Brooklyn (1995),Vampire in Brooklyn (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
87,Beautiful Girls (1996),Beautiful Girls (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
88,Broken Arrow (1996),Broken Arrow (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
89,In the Bleak Midwinter (1995),In the Bleak Midwinter (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
90,"Hate (Haine, La) (1995)","Hate (Haine, La) (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
91,Shopping (1994),Shopping (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
92,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
93,City Hall (1996),City Hall (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
94,Bottle Rocket (1996),Bottle Rocket (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
95,Mr. Wrong (1996),Mr. Wrong (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
96,Unforgettable (1996),Unforgettable (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
97,Happy Gilmore (1996),Happy Gilmore (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
98,"Bridges of Madison County, The (1995)","Bridges of Madison County, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
99,Muppet Treasure Island (1996),Muppet Treasure Island (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
100,Catwalk (1996),Catwalk (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
101,Braveheart (1995),Braveheart (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
102,Taxi Driver (1976),Taxi Driver (1976),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
103,Rumble in the Bronx (Hont faan kui) (1995),Rumble in the Bronx (Hont faan kui) (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
104,Before and After (1996),Before and After (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
105,Margaret's Museum (1995),Margaret's Museum (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
106,Anne Frank Remembered (1995),Anne Frank Remembered (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
107,"Young Poisoner's Handbook, The (1995)","Young Poisoner's Handbook, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
108,If Lucy Fell (1996),If Lucy Fell (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
109,"Steal Big, Steal Little (1995)","Steal Big, Steal Little (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
110,"Boys of St. Vincent, The (1992)","Boys of St. Vincent, The (1992)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
111,Boomerang (1992),Boomerang (1992),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
112,Chungking Express (Chung Hing sam lam) (1994),Chungking Express (Chung Hing sam lam) (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
113,"Star Maker, The (Uomo delle stelle, L') (1995)","Star Maker, The (Uomo delle stelle, L') (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
114,Flirting With Disaster (1996),Flirting With Disaster (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
115,"NeverEnding Story III, The (1994)","NeverEnding Story III, The (1994)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
116,Pie in the Sky (1996),Pie in the Sky (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
117,Angela (1995),Angela (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
118,Frankie Starlight (1995),Frankie Starlight (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
119,Jade (1995),Jade (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
120,Down Periscope (1996),Down Periscope (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
121,Man of the Year (1995),Man of the Year (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
122,Up Close and Personal (1996),Up Close and Personal (1996),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
123,"Birdcage, The (1996)","Birdcage, The (1996)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
124,"Brothers McMullen, The (1995)","Brothers McMullen, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
125,Bad Boys (1995),Bad Boys (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
126,"Amazing Panda Adventure, The (1995)","Amazing Panda Adventure, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
127,"Basketball Diaries, The (1995)","Basketball Diaries, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
128,"Awfully Big Adventure, An (1995)","Awfully Big Adventure, An (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
129,Amateur (1994),Amateur (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
130,Apollo 13 (1995),Apollo 13 (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
131,Rob Roy (1995),Rob Roy (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
132,"Addiction, The (1995)","Addiction, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
133,Batman Forever (1995),Batman Forever (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
134,Beauty of the Day (Belle de jour) (1967),Beauty of the Day (Belle de jour) (1967),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
135,Beyond Rangoon (1995),Beyond Rangoon (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
136,Blue in the Face (1995),Blue in the Face (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
137,Canadian Bacon (1995),Canadian Bacon (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
138,Casper (1995),Casper (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
139,Clockers (1995),Clockers (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
140,Congo (1995),Congo (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
141,Crimson Tide (1995),Crimson Tide (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
142,Crumb (1994),Crumb (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
143,Desperado (1995),Desperado (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
144,Devil in a Blue Dress (1995),Devil in a Blue Dress (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
145,Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
146,"Doom Generation, The (1995)","Doom Generation, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
147,Feast of July (1995),Feast of July (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
148,First Knight (1995),First Knight (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
149,Free Willy 2: The Adventure Home (1995),Free Willy 2: The Adventure Home (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
150,Hackers (1995),Hackers (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
151,Jeffrey (1995),Jeffrey (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
152,Johnny Mnemonic (1995),Johnny Mnemonic (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
153,Judge Dredd (1995),Judge Dredd (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
154,Jury Duty (1995),Jury Duty (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
155,Kids (1995),Kids (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
156,Living in Oblivion (1995),Living in Oblivion (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
157,Lord of Illusions (1995),Lord of Illusions (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
158,Love & Human Remains (1993),Love & Human Remains (1993),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
159,Mad Love (1995),Mad Love (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
160,Mallrats (1995),Mallrats (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
161,Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
162,Mute Witness (1994),Mute Witness (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
163,Nadja (1994),Nadja (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
164,"Net, The (1995)","Net, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
165,Nine Months (1995),Nine Months (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
166,Party Girl (1995),Party Girl (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
167,"Prophecy, The (1995)","Prophecy, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
168,Reckless (1995),Reckless (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
169,Safe (1995),Safe (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
170,"Scarlet Letter, The (1995)","Scarlet Letter, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
171,Showgirls (1995),Showgirls (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
172,Smoke (1995),Smoke (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
173,Something to Talk About (1995),Something to Talk About (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
174,Species (1995),Species (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
175,Strange Days (1995),Strange Days (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
176,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
177,"Tie That Binds, The (1995)","Tie That Binds, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
178,Three Wishes (1995),Three Wishes (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
179,Total Eclipse (1995),Total Eclipse (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
180,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","To Wong Foo, Thanks for Everything! Julie Newmar (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
181,Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
182,Unstrung Heroes (1995),Unstrung Heroes (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
183,Unzipped (1995),Unzipped (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
184,"Walk in the Clouds, A (1995)","Walk in the Clouds, A (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
185,Waterworld (1995),Waterworld (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
186,White Man's Burden (1995),White Man's Burden (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
187,"Browning Version, The (1994)","Browning Version, The (1994)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
188,Burnt by the Sun (Utomlyonnye solntsem) (1994),Burnt by the Sun (Utomlyonnye solntsem) (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
189,Before the Rain (Pred dozhdot) (1994),Before the Rain (Pred dozhdot) (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
190,Before Sunrise (1995),Before Sunrise (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
191,Billy Madison (1995),Billy Madison (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
192,"Babysitter, The (1995)","Babysitter, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
193,Boys on the Side (1995),Boys on the Side (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
194,"Cure, The (1995)","Cure, The (1995)",,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
195,Castle Freak (1995),Castle Freak (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
196,Circle of Friends (1995),Circle of Friends (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
197,Clerks (1994),Clerks (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
198,Don Juan DeMarco (1995),Don Juan DeMarco (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
199,Disclosure (1994),Disclosure (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
200,Drop Zone (1994),Drop Zone (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
201,Destiny Turns on the Radio (1995),Destiny Turns on the Radio (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
202,Death and the Maiden (1994),Death and the Maiden (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
203,Dolores Claiborne (1995),Dolores Claiborne (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
204,Dumb & Dumber (Dumb and Dumber) (1994),Dumb & Dumber (Dumb and Dumber) (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
205,Eat Drink Man Woman (Yin shi nan nu) (1994),Eat Drink Man Woman (Yin shi nan nu) (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
206,Exotica (1994),Exotica (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
207,Exit to Eden (1994),Exit to Eden (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
208,Ed Wood (1994),Ed Wood (1994),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
209,French Kiss (1995),French Kiss (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
210,Forget Paris (1995),Forget Paris (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
211,Far From Home: The Adventures of Yellow Dog (1995),Far From Home: The Adventures of Yellow Dog (1995),,,,,,2017-05-01 00:00:00,1,2017-05-02 00:00:00,9999999
